timestamp_ns,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,score,class_id,manual_vx,manual_vy
15648759130255,254.498,224.745,228.567,199.342,51.861,50.806,2634.862,0.90216,0,-0.56000,-0.24500
15656996102824,179.955,216.778,154.488,191.182,50.934,51.193,2607.462,0.88806,0,-0.62000,-0.25500
15657132084676,179.952,216.907,154.331,191.305,51.243,51.203,2623.815,0.88818,0,-0.62000,-0.25500
15657496658190,180.186,216.788,155.232,191.480,49.907,50.615,2526.062,0.89656,0,-0.62000,-0.25500
15657631969798,180.180,216.974,154.863,191.458,50.634,51.032,2583.954,0.88832,0,-0.62000,-0.25500
15657767985438,179.936,216.976,154.429,191.524,51.013,50.904,2596.786,0.89398,0,-0.62000,-0.25500
15658562841019,180.331,216.586,155.458,191.323,49.745,50.525,2513.385,0.85790,2,-0.62500,-0.25000
15659265751937,180.459,217.184,155.420,191.888,50.080,50.592,2533.653,0.89216,0,-0.61500,-0.26000
15659565897605,180.594,217.059,155.660,191.938,49.867,50.243,2505.489,0.89124,0,-0.61500,-0.26000
15682287008967,194.818,296.601,169.213,270.885,51.209,51.431,2633.765,0.88835,0,-0.60500,-0.17500
15682387718053,194.857,296.238,168.561,270.111,52.591,52.255,2748.175,0.89406,0,-0.60500,-0.17500
15682690060149,194.529,296.083,168.782,270.241,51.495,51.685,2661.499,0.88655,0,-0.60500,-0.17500
15682789523973,194.960,295.798,169.421,270.210,51.077,51.176,2613.939,0.89662,0,-0.60500,-0.17500
15682958281827,194.861,295.896,169.377,270.095,50.968,51.602,2630.021,0.89357,0,-0.60500,-0.17500
15683057262576,195.202,295.686,169.789,270.251,50.826,50.869,2585.458,0.89180,0,-0.60500,-0.17500
15683421972546,194.871,295.767,169.534,270.348,50.674,50.838,2576.185,0.89178,0,-0.60500,-0.17500
15683591905365,194.732,296.443,169.336,270.458,50.792,51.969,2639.637,0.89124,0,-0.60500,-0.17500
15683757543319,194.359,295.966,168.426,269.958,51.867,52.017,2697.931,0.88740,0,-0.60500,-0.17500
15683891278852,194.629,295.941,168.786,269.978,51.687,51.926,2683.858,0.88870,0,-0.60500,-0.17500
15684091712652,194.545,296.003,168.893,270.226,51.303,51.555,2644.925,0.89360,0,-0.60500,-0.17500
15733760113544,195.712,307.287,169.683,281.846,52.058,50.883,2648.887,0.88387,0,-0.59500,-0.16000
15733891252023,195.944,307.259,169.457,281.291,52.975,51.936,2751.285,0.87722,0,-0.59500,-0.16000
15734257816331,195.978,307.338,169.592,281.308,52.773,52.060,2747.384,0.88745,0,-0.59500,-0.16000
15734356638248,196.441,307.275,170.884,281.913,51.114,50.725,2592.764,0.88449,0,-0.59500,-0.16000
15734536495128,195.893,307.416,170.103,282.140,51.580,50.552,2607.472,0.88137,0,-0.59500,-0.16000
15734792145658,195.904,307.819,169.186,282.011,53.435,51.616,2758.121,0.86918,0,-0.59500,-0.16000
15734924641880,196.201,307.834,170.317,282.373,51.768,50.923,2636.183,0.86356,0,-0.59500,-0.16000
15735025171148,196.520,307.651,170.774,282.164,51.490,50.974,2624.663,0.88532,0,-0.59500,-0.16000
15735158526262,196.305,307.826,169.816,281.903,52.977,51.847,2746.692,0.87107,0,-0.59500,-0.16000
15747035619905,209.957,500.997,183.762,475.166,52.389,51.662,2706.565,0.88813,0,-0.59500,0.04500
15747169329607,209.717,501.287,183.407,475.678,52.620,51.218,2695.056,0.89490,0,-0.59500,0.04500
15747339222200,210.188,500.897,184.596,475.690,51.183,50.414,2580.346,0.88917,0,-0.59500,0.04500
15747473259859,209.762,500.777,183.711,475.080,52.102,51.394,2677.732,0.89950,0,-0.59500,0.04500
15747570482151,209.900,500.978,184.142,475.517,51.516,50.922,2623.307,0.89126,0,-0.59500,0.04500
15747737874361,210.295,501.237,184.581,475.803,51.428,50.869,2616.134,0.90071,0,-0.59500,0.04500
15747938494407,209.744,501.074,184.189,475.723,51.110,50.702,2591.364,0.89977,0,-0.59500,0.04500
15748104941546,210.010,500.933,184.389,475.381,51.243,51.105,2618.768,0.89887,0,-0.59500,0.04500
15748338484078,210.061,501.061,183.957,475.511,52.208,51.100,2667.842,0.90002,0,-0.59500,0.04500
15748470620731,210.091,500.843,184.842,475.765,50.498,50.156,2532.772,0.89951,0,-0.59500,0.04500
15766287155300,295.442,728.712,269.149,701.599,52.586,54.227,2851.616,0.88246,0,-0.53000,0.27000
15766455765784,295.877,728.536,270.209,702.175,51.336,52.722,2706.542,0.89992,0,-0.53000,0.27000
15766554670509,295.543,728.402,269.844,702.659,51.397,51.486,2646.245,0.88482,0,-0.53000,0.27000
15766854482017,295.771,728.481,269.829,702.147,51.883,52.668,2732.587,0.88403,0,-0.53000,0.27000
15767254704328,295.553,728.633,269.588,702.248,51.929,52.770,2740.322,0.88096,0,-0.53000,0.27000
15767489494212,295.309,728.599,269.112,701.977,52.393,53.242,2789.505,0.88807,0,-0.53000,0.27000
15767622582679,295.359,728.431,269.222,701.667,52.274,53.530,2798.222,0.89411,0,-0.53000,0.27000
15767755476551,295.583,728.260,269.709,702.312,51.748,51.897,2685.550,0.89504,0,-0.53000,0.27000
15767889178068,295.647,728.445,269.914,702.313,51.466,52.265,2689.846,0.89323,0,-0.53000,0.27000
15786640274017,248.344,932.039,222.751,905.304,51.187,53.471,2737.034,0.88661,0,-0.56500,0.49000
15786775796546,248.559,931.647,223.250,905.181,50.619,52.932,2679.393,0.89111,0,-0.56500,0.49000
15787041729912,248.141,931.399,222.687,905.051,50.908,52.697,2682.720,0.89401,0,-0.56500,0.49000
15787175826142,247.955,931.253,222.263,904.446,51.384,53.613,2754.845,0.89313,0,-0.56500,0.49000
15787310406961,248.591,931.657,222.964,904.665,51.254,53.982,2766.804,0.89400,0,-0.56500,0.49000
15787441707385,247.807,931.711,221.967,904.927,51.681,53.568,2768.419,0.89464,0,-0.56500,0.49000
15787575161987,249.025,931.155,223.427,904.678,51.196,52.954,2711.038,0.89460,0,-0.56500,0.49000
15787843513468,248.362,931.415,222.541,904.862,51.643,53.107,2742.613,0.89190,0,-0.56500,0.49000
15788242232040,248.417,930.831,222.193,903.604,52.447,54.454,2855.925,0.88618,0,-0.56500,0.49000
15788509409591,248.814,931.212,222.815,904.348,51.997,53.728,2793.685,0.89199,0,-0.56500,0.49000
15788643962874,248.897,931.118,222.945,904.097,51.903,54.042,2804.941,0.89403,0,-0.56500,0.49000
15799853879427,415.730,872.056,390.462,845.643,50.537,52.827,2669.717,0.90577,0,-0.42000,0.43000
